ক্রম	নির্বাচনী এলাকার নম্বর ও নাম	প্রতিদ্ন্্বী প্রার্থী	রাজনৈতিক দল	প্রতীক	মন্তব্য
৭০৬	১১৬ ভোলা-২	শাহনে শাহ মোঃ শামছুদ্দিন মিয়া	বাংলাদেশ তরিকত ফেডারেশন	ফুলের মালা	
৭০৭	১১৭ ভোলা-৩	নুরুন্নবী চৌধুরী	বাংলাদেশ আওয়ামী লীগ	নৌকা	
৭০৮	১১৭ ভোলা-৩	মোঃ কামাল উদ্দিন	- জাতীয় পাটি	লাঙ্গল	
৭০৯	১১৭ ভোলা-৩	মোঃ আলমগীর	বাংলাদেশ কংগ্রেস	ডাৰ	
৭১০	১১৭ ভোলা-৩	মোঃ জসীম উদ্দিন	স্বতন্ত্র	ঈগল	
৭১১	১৯৮ ভোলা-৪	আবদুল্লাহ আল ইসলাম জ্যাকব	বাংলাদেশ আওয়ামী লীগ	নৌকা	
৭ ৭১২	১৯৮ ভোলা-৪	মোঃ আলাউদ্দীন	- ন্যাশনাল পিপলসূ পাটি	আম	
৭১৩	১১৮ ভোলা-৪	মোঃ হানিফ	ভূণমূল বিএনপি	সোনালী আশি	
৭১৪	১১৮ ভোলা-৪	মোঃ মিজানুর রহমান	- জাতীয় পাটি	লাঙ্গল	
৭১৫	১৯৮ ভোলা-৪	আবুল ফয়েজ	স্বতন্ত্র	মাথাল	
৭১৬	১১৯ বরিশাল-১	আবুল হাসনাত আবদুল্লাহ	বাংলাদেশ আওয়ামী লীগ	নৌকা	
৭১৭	১১৯ বরিশাল-১	ছেরনিয়াবাত সেকেন্দার আলী	- জাতীয় পাটি	লাঙ্গল	
৭১৮	১১৯ বরিশাল-১	মোঃ তুহিন	- ন্যাশনাল পিপলসূ পাটি	আম	
৭১৯	১২০ বরিশাল-২	সাহেব আলী	- ন্যাশনাল পিপলসূ পাটি	আম	
৭২০	১২০ বরিশাল-২	রাশেদ খান মেনন	্স পার্টি ৩৭৭৩৭৭ বাংলাদেশের ওয়ার্কা	নৌকা	জোটভুক্ত
৭২১	১২০ বরিশাল-২	আলহাজ্ব মোঃ শাজাহান সিরাজ	ভূণমূল বিএনপি	সোনালী আশি	
৭২২	১২০ বরিশাল-২	মোঃ ইকবাল হোসেন	- জাতীয় পাটি	লাঙ্গল	
৭ ৭২৩	১২০ বরিশাল-২	এ কে ফাইয়াজুল হক	স্বতন্ত্র	ঈগল	
৭২৪	১২০ বরিশাল-২	নকুল কুমার বিশ্বাস	কৃষক শ্রমিক জনতা লীগ	গামছা	
৭ ৭২৫	১২০ বরিশাল-২	মোঃ মনিরুল ইসলাম	স্বতন্ত্র	ঢেকি	
৭২৬	১২১ বরিশাল-৩	গোলাম কিবরিয়া টিপু	- জাতীয় পাটি	লাঙ্গল	
৭ ৭৯৭	১২১ বরিশাল-৩	টিপু সুলতান	্স পার্টি ৩৭৭৩৭৭ বাংলাদেশের ওয়ার্কা	হাতুড়ী	
৭ ৭২৮	১২১ বরিশাল-৩	মোঃ আতিকুর রহমান	স্বতন্ত্র	ট্রাক	
৭২৯	১২১ বরিশাল-৩	মোহাম্মদ আমিনুল হক	স্বতন্ত্র	ঈগল	
৭৩০	১২১ বরিশাল-৩	শাহনাজ হোসেন	ভূণমূল বিএনপি	সোনালী আশি	
৭৩১	১২১ বরিশাল-৩	মোঃ আজিমুল হাসান জিহাদ	বাংলাদেশ সাংস্কৃতিক মুক্তিজোট	ছড়ি	
৭৩২৯	১২২ বরিশীল-৪	মোঃ মিজানুর রহমান	- জাতীয় পাটি	লাঙ্গল	
৭৩৩	১২২ বরিশীল-৪	পঞ্জ নাথ	স্বতন্ত্র	ঈগল	
৭৩৪	১২২ বরিশীল-৪	হৃদয় ইসলাম চুন্ধু	বাংলাদেশ সাংস্কৃতিক মুক্তিজোট	ছড়ি	
৭৩৫	১২৩ বরিশাল-৫	জাহিদ ফারুক	বাংলাদেশ আওয়ামী লীগ	নৌকা	
৭৩৬	১২৩ বরিশাল-৫	মোঃ ইকবাল হোসেন	- জাতীয় পাটি	লাঙ্গল	
৭৩৭	১২৩ বরিশাল-৫	আব্দুল হান্নান সিকদার	- ন্যাশনাল পিপলসূ পাটি	আম	
৭৩৮	১২৩ বরিশাল-৫	মোঃ সালাহ উদ্দিন রিপন	স্বতন্ত্র	ট্রাক	
৭৩৯	১২৩ বরিশাল-৫	মাহাতাব হোসেন	বাংলাদেশ কংগ্রেস	ডাৰ	
৭৪০	১২৩ বরিশাল-৫	মোঃ আসাদুজ্জামান	বাংলাদেশ সাংস্কৃতিক মুক্তিজোট	ছড়ি	
৭৪১	১২৪ বরিশাল-৬	মোহাম্মদ মহসীন	জাতীয় সমাজতান্ত্রিক দল - জাসদ	মশাল	
৭৪২	১২৪ বরিশাল-৬	মোঃ মাইনুল ইসলাম	বাংলাদেশ কংগ্রেস	ডাৰ	
৭৪৩	১২৪ বরিশাল-৬	আব্দুল হাফিজ মল্লিক	বাংলাদেশ আওয়ামী লীগ	নৌকা	
৭8৪	১২৪ বরিশাল-৬	মোহাম্মদ শামসুল আলম	স্বতন্ত্র	ট্রাক	
৭8৫	১২৪ বরিশাল-৬	নাসরিন জাহান রত্া	- জাতীয় পাটি	লাঙ্গল	
৭৪৬	১২৪ বরিশাল-৬	মোঃ মোশারফ হোসেন	- ন্যাশনাল পিপলসূ পাটি	আম	
৭8৭	১২৪ বরিশাল-৬	টি, এম, জহিরুল হক তুহিন	ভূণমূল বিএনপি	সোনালী আশি	
৭৪৮	১২৪ বরিশাল-৬	মোঃ জাকির খান সাগর	স্বতন্ত্র	রকেট	
৭৪৯	১২৪ বরিশাল-৬	মোঃ শাহবাজ মিঞা	স্বতন্ত্র	ঈগল	
৭৫০	১২৪ বরিশাল-৬	মোঃ কামরুল ইসলাম খান	স্বতন্ত্র	তরমুজ	
৭৫১	১২৫ ঝালকাঠী-১	আবুল কাশেম মোহাম্মদ ফকরুল ইসলাম	স্বতন্ত্র	ট্রাক	
৭৫৯	১২৫ ঝালকাঠী-১	মোঃ মজিবুর রহমান	বাংলাদেশ কংগ্রেস	ডাৰ	
৭৫৩	১২৫ ঝালকাঠী-১	মোঃ জসীম উদ্দিন তালুকদার	ভূণমূল বিএনপি	সোনালী আশি	
৭৫৪	১২৫ ঝালকাঠী-১	আবু বকর সিদ্দিক	- জাকের পাটি	গোলাপ ফুল	
৭৫৫	১২৫ ঝালকাঠী-১	মোঃ মনিরুজ্জামান	স্বতন্ত্র	ঈগল	
৭৫৬	১২৫ ঝালকাঠী-১	মোঃ মামুন সিকদার	বাংলাদেশ সাংস্কৃতিক মুক্তিজোট	ছড়ি	
৭৫৭	১২৫ ঝালকাঠী-১	মোঃ এজাজুল হক	- জাতীয় পাটি	লাঙ্গল	
৭৫৮	১২৫ ঝালকাঠী-১	মুহাম্মদ শাজাহান ওমর	বাংলাদেশ আওয়ামী লীগ	নৌকা	
৭৫৯	১২৬ ঝালকাঠী-২	আমির হোসেন আমু	বাংলাদেশ আওয়ামী লীগ	নৌকা	
৭৬০	১২৬ ঝালকাঠী-২	মোঃ নাসির উদ্দিন	- জাতীয় পাটি	লাঙ্গল	
৭৬১	১২৬ ঝালকাঠী-২	ফোরকান হোসেন	- ন্যাশনাল পিপলসূ পাটি	আম	
৭৬২	১২৭ পিরোজপুর-১	মোঃ নজরুল ইসলাম	- জাতীয় পাটি	লাঙ্গল	
৭৬৩	১২৭ পিরোজপুর-১	এ কে, এম, এ আউয়াল সোইদুর রহমান)	স্বতন্ত্র	ঈগল	
৭৬৪	১২৭ পিরোজপুর-১	শ.ম রেজাউল করিম	বাংলাদেশ আওয়ামী লীগ	নৌকা	
৭৬৫	১২৭ পিরোজপুর-১	মোঃ ইয়ার হোসেন রিপন	ভূণমূল বিএনপি	সোনালী আশি	
৭৬৬	১২৮ পিরোজপুর-২	আনোয়ার হোসেন	- জাতীয় পাটি-জেপি	নৌকা	জোটভুক্ত
৭৬৭	১২৮ পিরোজপুর-২	মোঃ আবুল বাশার	- ন্যাশনাল পিপলসূ পাটি	আম	
৭৬৮	১২৮ পিরোজপুর-২	মোঃ মহিউদ্দিন মহারাজ	স্বতন্ত্র	ঈগল	
৭৬৯	১২৮ পিরোজপুর-২	মোহাম্মদ মাহতাব উদ্দিন মাহমুদ	গণক্ন্ট	মাছ	
৭৭০	১২৮ পিরোজপুর-২	মোঃ ছণির মিয়া	বাংলাদেশ কংগ্রেস	ডাৰ	
৭৭১	১২৮ পিরোজপুর-২	মোহাম্মদ জাকির হোছাইন	বাংলাদেশ তরিকত ফেডারেশন	ফুলের মালা	
৭৭২	১২৮ পিরোজপুর-২	মোহাঃ মিজানুর রহমান (সৈয়দ মনির)	- বাংলাদেশ সুপ্রিম পাটি	একতারা	
৭৭৩	১২৯ পিরোজপুর-৩	মোঃ শহিদুল ইসলাম	বাংলাদেশ তরিকত ফেডারেশন	ফুলের মালা	
৭৭৪	১২৯ পিরোজপুর-৩	মোঃ শহিদুল ইসলাম স্বপন	- বাংলাদেশ কল্যাণ পাটি	হাতঘড়ি	
